0.00000000e+000	0.00000000e+000	
5.90087060e-003	-1.36147900e+000	
1.18017412e-002	-1.61840361e+000	
1.77026118e-002	-1.72115641e+000	
2.36034824e-002	-1.74975216e+000	
2.95043530e-002	-1.81226634e+000	
3.54052236e-002	-1.84191060e+000	
4.13060942e-002	-1.87467282e+000	
4.72069648e-002	-1.99265463e+000	
5.31078354e-002	-2.01951728e+000	
5.90087060e-002	-2.05984443e+000	
6.49095766e-002	-2.10269056e+000	
7.08104472e-002	-2.08808939e+000	
7.67113178e-002	-2.04820288e+000	
8.26121884e-002	-2.04070980e+000	
8.85130590e-002	-2.00048769e+000	
9.44139296e-002	-1.91435830e+000	
1.00314800e-001	-1.79790080e+000	
1.06215671e-001	-1.66999381e+000	
1.12116541e-001	-1.53637799e+000	
1.18017412e-001	-1.39979906e+000	
1.23918283e-001	-1.24245071e+000	
1.29819153e-001	-1.12560875e+000	
1.35720024e-001	-1.00505732e+000	
1.41620894e-001	-9.05751935e-001	
1.47521765e-001	-8.11901786e-001	
1.53422636e-001	-7.23279439e-001	
1.59323506e-001	-6.44971112e-001	
1.65224377e-001	-5.83419339e-001	
1.71125247e-001	-5.24662096e-001	
1.77026118e-001	-4.74473695e-001	
1.82926989e-001	-4.24718220e-001	
1.88827859e-001	-3.81766624e-001	
1.94728730e-001	-3.46749470e-001	
2.00629600e-001	-3.03374258e-001	
2.06530471e-001	-2.71389643e-001	
2.12431342e-001	-2.39921519e-001	
2.18332212e-001	-2.11794000e-001	
2.24233083e-001	-1.92375875e-001	
2.30133953e-001	-1.70229920e-001	
2.36034824e-001	-1.42132354e-001	
2.41935695e-001	-1.24960071e-001	
2.47836565e-001	-1.12339253e-001	
2.53737436e-001	-9.08567063e-002	
2.59638306e-001	-7.63890152e-002	
2.65539177e-001	-6.38883498e-002	
2.71440048e-001	-4.69294282e-002	
2.77340918e-001	-3.61115906e-002	
2.83241789e-001	-2.33766449e-002	
2.89142659e-001	-4.43958421e-003	
2.95043530e-001	7.43013345e-003	
3.00944401e-001	2.68215684e-002	
3.06845271e-001	3.87558938e-002	
3.12746142e-001	5.06902191e-002	
3.18647012e-001	6.92609713e-002	
3.24547883e-001	8.23263435e-002	
3.30448753e-001	9.69327386e-002	
3.36349624e-001	1.15373354e-001	
3.42250495e-001	1.30135153e-001	
3.48151365e-001	1.48804354e-001	
3.54052236e-001	1.72581222e-001	
3.59953106e-001	1.89805644e-001	
3.65853977e-001	2.11086038e-001	
3.71754848e-001	2.42144487e-001	
3.77655718e-001	2.73261523e-001	
3.83556589e-001	2.97123310e-001	
3.89457459e-001	3.37759898e-001	
3.95358330e-001	3.78322496e-001	
4.01259201e-001	4.27059070e-001	
4.07160071e-001	4.74896807e-001	
4.13060942e-001	5.22734545e-001	
4.18961812e-001	5.94449326e-001	
4.24862683e-001	6.62787017e-001	
4.30763554e-001	7.27688450e-001	
4.36664424e-001	8.16944915e-001	
4.42565295e-001	9.20317493e-001	
4.48466165e-001	1.02369007e+000	
4.54367036e-001	1.13376207e+000	
4.60267907e-001	1.25995561e+000	
4.66168777e-001	1.40397871e+000	
4.72069648e-001	1.55571312e+000	
4.77970518e-001	1.67765217e+000	
4.83871389e-001	1.80117923e+000	
4.89772260e-001	1.91068918e+000	
4.95673130e-001	1.98813553e+000	
5.01574001e-001	2.07075707e+000	
5.07474871e-001	2.11835183e+000	
5.13375742e-001	2.12391317e+000	
5.19276613e-001	2.11219953e+000	
5.25177483e-001	2.06427275e+000	
5.31078354e-001	2.04170366e+000	
5.36979224e-001	1.98910731e+000	
5.42880095e-001	1.89511068e+000	
5.48780966e-001	1.80283653e+000	
5.54681836e-001	1.74415517e+000	
5.60582707e-001	1.73172905e+000	
5.66483577e-001	1.71103941e+000	
5.72384448e-001	1.61296169e+000	
5.78285319e-001	1.35951513e+000	
5.84186189e-001	0.00000000e+000	
