0.00000000e+000	0.00000000e+000	
5.94620379e-003	-8.04752271e-001	
1.18924076e-002	-1.06283001e+000	
1.78386114e-002	-1.32381249e+000	
2.37848152e-002	-1.58304617e+000	
2.97310190e-002	-1.85358587e+000	
3.56772227e-002	-2.19516085e+000	
4.16234265e-002	-2.54509582e+000	
4.75696303e-002	-2.76318212e+000	
5.35158341e-002	-2.85710425e+000	
5.94620379e-002	-2.86397618e+000	
6.54082417e-002	-2.88699729e+000	
7.13544455e-002	-2.91068384e+000	
7.73006493e-002	-2.95710831e+000	
8.32468531e-002	-3.03404830e+000	
8.91930569e-002	-3.09486647e+000	
9.51392607e-002	-2.95729816e+000	
1.01085464e-001	-2.74990062e+000	
1.07031668e-001	-2.18275384e+000	
1.12977872e-001	-1.65579885e+000	
1.18924076e-001	-1.29282758e+000	
1.24870280e-001	-1.05428565e+000	
1.30816483e-001	-8.80133888e-001	
1.36762687e-001	-7.24857989e-001	
1.42708891e-001	-5.68869001e-001	
1.48655095e-001	-4.98171535e-001	
1.54601299e-001	-4.35091728e-001	
1.60547502e-001	-3.61932175e-001	
1.66493706e-001	-3.06881825e-001	
1.72439910e-001	-2.62774471e-001	
1.78386114e-001	-2.28573369e-001	
1.84332318e-001	-1.93610339e-001	
1.90278521e-001	-1.49831885e-001	
1.96224725e-001	-1.30435291e-001	
2.02170929e-001	-1.04880068e-001	
2.08117133e-001	-8.82905577e-002	
2.14063336e-001	-7.28827850e-002	
2.20009540e-001	-5.99874830e-002	
2.25955744e-001	-5.27060630e-002	
2.31901948e-001	-4.54246431e-002	
2.37848152e-001	-3.54057517e-002	
2.43794355e-001	-3.19723232e-002	
2.49740559e-001	-2.85388946e-002	
2.55686763e-001	-1.74108314e-002	
2.61632967e-001	-1.82290693e-002	
2.67579171e-001	-1.78002161e-002	
2.73525374e-001	-9.32342508e-003	
2.79471578e-001	-8.54201819e-003	
2.85417782e-001	-7.76061130e-003	
2.91363986e-001	6.22667635e-004	
2.97310190e-001	2.10646536e-003	
3.03256393e-001	1.70910211e-002	
3.09202597e-001	1.86603692e-002	
3.15148801e-001	1.81247470e-002	
3.21095005e-001	2.52668628e-002	
3.27041209e-001	2.47899536e-002	
3.32987412e-001	2.43130444e-002	
3.38933616e-001	4.01721888e-002	
3.44879820e-001	4.82099714e-002	
3.50826024e-001	5.53796812e-002	
3.56772227e-001	6.49060539e-002	
3.62718431e-001	6.65114561e-002	
3.68664635e-001	7.55720856e-002	
3.74610839e-001	9.29757460e-002	
3.80557043e-001	9.33935989e-002	
3.86503246e-001	1.12146924e-001	
3.92449450e-001	1.39796820e-001	
3.98395654e-001	1.59887294e-001	
4.04341858e-001	2.00020398e-001	
4.10288062e-001	2.30749670e-001	
4.16234265e-001	2.61478942e-001	
4.22180469e-001	3.10738580e-001	
4.28126673e-001	3.73801203e-001	
4.34072877e-001	4.39592841e-001	
4.40019081e-001	5.01270006e-001	
4.45965284e-001	5.89399809e-001	
4.51911488e-001	7.10452051e-001	
4.57857692e-001	8.45687292e-001	
4.63803896e-001	1.09900741e+000	
4.69750099e-001	1.29979593e+000	
4.75696303e-001	1.67013447e+000	
4.81642507e-001	2.15956356e+000	
4.87588711e-001	2.77037665e+000	
4.93534915e-001	2.97995276e+000	
4.99481118e-001	3.12804319e+000	
5.05427322e-001	3.07543028e+000	
5.11373526e-001	3.00720948e+000	
5.17319730e-001	2.95793119e+000	
5.23265934e-001	2.91919079e+000	
5.29212137e-001	2.87717292e+000	
5.35158341e-001	2.85754652e+000	
5.41104545e-001	2.76722906e+000	
5.47050749e-001	2.55015047e+000	
5.52996953e-001	2.19077100e+000	
5.58943156e-001	1.84451480e+000	
5.64889360e-001	1.57723388e+000	
5.70835564e-001	1.32154434e+000	
5.76781768e-001	1.06418719e+000	
5.82727972e-001	8.09618203e-001	
5.88674175e-001	0.00000000e+000	
